tstart	tend	srcip	dstip	proto	sport	dport	pkts	bytes
2016-07-08 10:25:57	2016-07-08 10:25:57	172.10.1.172	10.199.250.2	TCP	4641	31124	34	1952
2016-07-08 14:39:38	2016-07-08 14:39:38	172.10.1.172	10.199.250.2	TCP	4724	11973	14	764
2016-07-08 15:30:20	2016-07-08 15:30:20	172.10.1.172	10.199.250.2	TCP	4787	11838	15	818
2016-07-08 08:22:44	2016-07-08 08:22:44	172.10.1.172	10.199.250.2	TCP	4797	19349	39	2210
2016-07-08 09:18:17	2016-07-08 09:18:17	172.10.1.172	10.199.250.2	TCP	4835	16497	30	1628
2016-07-08 07:22:07	2016-07-08 07:22:07	172.10.1.173	10.199.250.2	TCP	1068	13528	30	1628
2016-07-08 08:49:43	2016-07-08 08:49:43	172.10.1.173	10.199.250.2	TCP	1099	15771	4	224
2016-07-08 13:30:29	2016-07-08 13:30:29	172.10.1.173	10.199.250.2	TCP	1255	8784	14	764
2016-07-08 11:31:53	2016-07-08 11:31:53	172.10.1.173	10.199.250.2	TCP	1345	5760	30	1628
2016-07-08 11:29:27	2016-07-08 11:29:27	172.10.1.173	10.199.250.2	TCP	1362	32710	14	776
2016-07-08 08:26:54	2016-07-08 08:26:54	172.10.1.173	10.199.250.2	TCP	1388	19448	37	2066
2016-07-08 09:49:32	2016-07-08 09:49:32	172.10.1.173	10.199.250.2	TCP	1828	30198	14	764
2016-07-08 07:29:15	2016-07-08 07:29:15	172.10.1.173	10.199.250.2	TCP	1847	33236	35	1982
2016-07-08 14:30:36	2016-07-08 14:30:36	172.10.1.173	10.199.250.2	TCP	1858	11745	48	2600
2016-07-08 13:22:43	2016-07-08 13:22:43	172.10.1.173	10.199.250.2	TCP	2028	8590	43	2330
2016-07-08 11:00:50	2016-07-08 11:00:50	172.10.1.173	10.199.250.2	TCP	2065	6417	29	1574
2016-07-08 07:32:44	2016-07-08 07:32:44	172.10.1.173	10.199.250.2	TCP	2276	33275	50	2816
2016-07-08 11:04:07	2016-07-08 11:04:07	172.10.1.173	10.199.250.2	TCP	2294	5060	35	1898
2016-07-08 09:25:10	2016-07-08 09:25:10	172.10.1.173	10.199.250.2	TCP	2414	16676	45	2438
2016-07-08 07:54:11	2016-07-08 07:54:11	172.10.1.173	10.199.250.2	TCP	2519	18623	14	764
2016-07-08 08:04:01	2016-07-08 08:04:01	172.10.1.173	10.199.250.2	TCP	2529	14614	46	2492
2016-07-08 10:08:30	2016-07-08 10:08:30	172.10.1.173	10.199.250.2	TCP	2590	30678	34	1844
2016-07-08 10:33:30	2016-07-08 10:33:30	172.10.1.173	10.199.250.2	TCP	2619	4282	33	1790
2016-07-08 07:36:27	2016-07-08 07:36:27	172.10.1.173	10.199.250.2	TCP	2741	47255	14	764
2016-07-08 10:36:11	2016-07-08 10:36:11	172.10.1.173	10.199.250.2	TCP	2773	5790	37	2006
2016-07-08 08:43:01	2016-07-08 08:43:01	172.10.1.173	10.199.250.2	TCP	2855	1493	30	1628
2016-07-08 09:03:13	2016-07-08 09:03:13	172.10.1.173	10.199.250.2	TCP	2933	3431	30	1628
2016-07-08 08:35:11	2016-07-08 08:35:11	172.10.1.173	10.199.250.2	TCP	2942	1298	45	2438
2016-07-08 08:21:15	2016-07-08 08:21:15	172.10.1.173	10.199.250.2	TCP	2974	34497	33	1874
2016-07-08 09:36:04	2016-07-08 09:36:04	172.10.1.173	10.199.250.2	TCP	3040	2832	27	1466
2016-07-08 10:28:24	2016-07-08 10:28:24	172.10.1.173	10.199.250.2	TCP	3050	31178	33	1790
2016-07-08 13:47:50	2016-07-08 13:47:50	172.10.1.173	10.199.250.2	TCP	3058	10662	30	1628
2016-07-08 11:28:12	2016-07-08 11:28:12	172.10.1.173	10.199.250.2	TCP	3081	7114	37	2006
2016-07-08 07:50:36	2016-07-08 07:50:36	172.10.1.173	10.199.250.2	TCP	3108	24700	32	1912
2016-07-08 10:46:37	2016-07-08 10:46:37	172.10.1.173	10.199.250.2	TCP	3198	22990	30	1628
2016-07-08 09:46:09	2016-07-08 09:46:09	172.10.1.173	10.199.250.2	TCP	3322	4521	14	764
2016-07-08 07:58:04	2016-07-08 07:58:04	172.10.1.173	10.199.250.2	TCP	3355	27366	19	1134
2016-07-08 11:21:11	2016-07-08 11:21:11	172.10.1.173	10.199.250.2	TCP	3557	32507	49	2774
2016-07-08 09:51:28	2016-07-08 09:51:28	172.10.1.173	10.199.250.2	TCP	3590	21584	14	764
2016-07-08 15:21:22	2016-07-08 15:21:22	172.10.1.173	10.199.250.2	TCP	3884	13037	14	764
2016-07-08 10:21:18	2016-07-08 10:21:18	172.10.1.173	10.199.250.2	TCP	3941	3971	14	764
2016-07-08 09:57:17	2016-07-08 09:57:17	172.10.1.173	10.199.250.2	TCP	4287	30397	42	2276
2016-07-08 10:13:37	2016-07-08 10:13:37	172.10.1.173	10.199.250.2	TCP	4381	17898	43	2462
2016-07-08 07:58:29	2016-07-08 07:58:29	172.10.1.173	10.199.250.2	TCP	4483	24897	38	2180
2016-07-08 15:08:52	2016-07-08 15:08:52	172.10.1.173	10.199.250.2	TCP	4587	12718	40	2168
2016-07-08 14:56:59	2016-07-08 14:56:59	172.10.1.173	10.199.250.2	TCP	4840	12417	29	1574
2016-07-08 08:53:30	2016-07-08 08:53:30	172.10.1.173	10.199.250.2	TCP	4866	15868	49	2654
2016-07-08 08:54:30	2016-07-08 08:54:30	172.10.1.173	10.199.250.2	TCP	4901	3209	36	1952
2016-07-08 10:07:38	2016-07-08 10:07:38	172.10.1.173	10.199.250.2	TCP	4918	21996	58	3440
2016-07-08 12:52:15	2016-07-08 12:52:15	172.10.1.173	10.199.250.2	TCP	4934	9251	14	764
2016-07-08 10:55:25	2016-07-08 10:55:25	172.10.1.174	10.199.250.2	TCP	1073	31867	5	278
2016-07-08 08:13:09	2016-07-08 08:13:09	172.10.1.174	10.199.250.2	TCP	1214	19090	3	186
2016-07-08 08:12:33	2016-07-08 08:12:33	172.10.1.174	10.199.250.2	TCP	1295	25237	2	116
2016-07-08 07:34:41	2016-07-08 07:34:41	172.10.1.174	10.199.250.2	TCP	1324	18146	3	186
2016-07-08 07:43:30	2016-07-08 07:43:30	172.10.1.174	10.199.250.2	TCP	1438	1454	57	3418
2016-07-08 11:02:49	2016-07-08 11:02:49	172.10.1.174	10.199.250.2	TCP	1629	32055	17	950
2016-07-08 15:17:35	2016-07-08 15:17:35	172.10.1.174	10.199.250.2	TCP	1663	12938	35	1898
2016-07-08 08:13:40	2016-07-08 08:13:40	172.10.1.174	10.199.250.2	TCP	1834	27761	39	2114
2016-07-08 10:07:03	2016-07-08 10:07:03	172.10.1.174	10.199.250.2	TCP	1919	17737	11	602
2016-07-08 08:43:42	2016-07-08 08:43:42	172.10.1.174	10.199.250.2	TCP	2038	28529	60	3556
2016-07-08 08:17:51	2016-07-08 08:17:51	172.10.1.174	10.199.250.2	TCP	2136	21	110	6712
2016-07-08 10:11:54	2016-07-08 10:11:54	172.10.1.174	10.199.250.2	TCP	2148	30762	44	2384
2016-07-08 08:23:24	2016-07-08 08:23:24	172.10.1.174	10.199.250.2	TCP	2180	2428	35	1898
2016-07-08 10:27:33	2016-07-08 10:27:33	172.10.1.174	10.199.250.2	TCP	2291	31153	29	1574
2016-07-08 13:58:14	2016-07-08 13:58:14	172.10.1.174	10.199.250.2	TCP	2356	9491	43	2330
2016-07-08 15:49:33	2016-07-08 15:49:33	172.10.1.174	10.199.250.2	TCP	2455	12317	14	764
2016-07-08 07:53:58	2016-07-08 07:53:58	172.10.1.174	10.199.250.2	TCP	2713	27260	19	1118
2016-07-08 08:32:08	2016-07-08 08:32:08	172.10.1.174	10.199.250.2	TCP	2740	19574	62	3792
2016-07-08 09:35:51	2016-07-08 09:35:51	172.10.1.174	10.199.250.2	TCP	2770	2822	30	1628
2016-07-08 10:35:32	2016-07-08 10:35:32	172.10.1.174	10.199.250.2	TCP	2840	31360	44	2384
2016-07-08 10:29:01	2016-07-08 10:29:01	172.10.1.174	10.199.250.2	TCP	2915	4168	43	2330
2016-07-08 11:01:05	2016-07-08 11:01:05	172.10.1.174	10.199.250.2	TCP	3020	4981	43	2330
2016-07-08 13:34:10	2016-07-08 13:34:10	172.10.1.174	10.199.250.2	TCP	3153	10308	49	2654
2016-07-08 11:49:08	2016-07-08 11:49:08	172.10.1.174	10.199.250.2	TCP	3162	6204	30	1628
2016-07-08 15:03:24	2016-07-08 15:03:24	172.10.1.174	10.199.250.2	TCP	3170	11149	33	1790
2016-07-08 07:18:45	2016-07-08 07:18:45	172.10.1.174	10.199.250.2	TCP	3373	13451	52	2816
2016-07-08 07:50:05	2016-07-08 07:50:05	172.10.1.174	10.199.250.2	TCP	3659	33727	14	764
2016-07-08 07:23:15	2016-07-08 07:23:15	172.10.1.174	10.199.250.2	TCP	3856	26486	3	186
2016-07-08 12:39:20	2016-07-08 12:39:20	172.10.1.174	10.199.250.2	TCP	3964	7487	38	2060
2016-07-08 08:05:11	2016-07-08 08:05:11	172.10.1.174	10.199.250.2	TCP	4031	14644	31	1682
2016-07-08 07:39:22	2016-07-08 07:39:22	172.10.1.174	10.199.250.2	TCP	4038	1350	36	2096
2016-07-08 07:53:24	2016-07-08 07:53:24	172.10.1.174	10.199.250.2	TCP	4095	14343	14	764
2016-07-08 13:50:31	2016-07-08 13:50:31	172.10.1.174	10.199.250.2	TCP	4167	9294	35	1898
2016-07-08 16:26:20	2016-07-08 16:26:20	172.10.1.174	10.199.250.2	TCP	4256	13249	39	2114
2016-07-08 10:21:41	2016-07-08 10:21:41	172.10.1.174	10.199.250.2	TCP	4271	3982	30	1628
2016-07-08 10:34:09	2016-07-08 10:34:09	172.10.1.174	10.199.250.2	TCP	4281	5742	46	2492
2016-07-08 09:42:49	2016-07-08 09:42:49	172.10.1.174	10.199.250.2	TCP	4305	4431	62	3356
2016-07-08 09:03:46	2016-07-08 09:03:46	172.10.1.174	10.199.250.2	TCP	4506	29034	44	2672
2016-07-08 08:18:59	2016-07-08 08:18:59	172.10.1.174	10.199.250.2	TCP	4614	2313	33	1790
2016-07-08 10:36:52	2016-07-08 10:36:52	172.10.1.174	10.199.250.2	TCP	4664	22741	49	2726
2016-07-08 09:23:15	2016-07-08 09:23:15	172.10.1.174	10.199.250.2	TCP	4701	16626	30	1628
2016-07-08 11:14:50	2016-07-08 11:14:50	172.10.1.174	10.199.250.2	TCP	4724	6769	30	1628
2016-07-08 09:04:46	2016-07-08 09:04:46	172.10.1.174	10.199.250.2	TCP	4846	35603	14	764
2016-07-08 10:21:11	2016-07-08 10:21:11	172.10.1.174	10.199.250.2	TCP	4852	22340	32	1736
2016-07-08 14:14:24	2016-07-08 14:14:24	172.10.1.174	10.199.250.2	TCP	4870	9902	39	2114
2016-07-08 11:54:15	2016-07-08 11:54:15	172.10.1.174	10.199.250.2	TCP	4968	7773	56	3032
2016-07-08 09:17:48	2016-07-08 09:17:48	172.10.1.174	10.199.250.2	TCP	4969	20729	14	764
2016-07-08 10:29:18	2016-07-08 10:29:18	172.10.1.174	10.199.250.2	TCP	4996	22547	14	764
2016-07-08 09:12:33	2016-07-08 09:12:33	172.10.1.175	10.199.250.2	TCP	1184	2235	39	2114
2016-07-08 14:18:25	2016-07-08 14:18:25	172.10.1.175	10.199.250.2	TCP	1339	11434	36	1952
2016-07-08 08:13:05	2016-07-08 08:13:05	172.10.1.175	10.199.250.2	TCP	1810	25255	18	1016
2016-07-08 11:43:59	2016-07-08 11:43:59	172.10.1.175	10.199.250.2	TCP	1862	7515	43	2330
2016-07-08 09:24:15	2016-07-08 09:24:15	172.10.1.175	10.199.250.2	TCP	1891	29557	43	2330
2016-07-08 10:27:49	2016-07-08 10:27:49	172.10.1.175	10.199.250.2	TCP	1930	4147	14	764
2016-07-08 09:53:29	2016-07-08 09:53:29	172.10.1.175	10.199.250.2	TCP	1950	4715	29	1574
2016-07-08 07:38:20	2016-07-08 07:38:20	172.10.1.175	10.199.250.2	TCP	1989	18221	32	1736
2016-07-08 08:54:24	2016-07-08 08:56:25	172.10.1.175	10.199.250.2	TCP	2100	15896	3	170
2016-07-08 15:18:26	2016-07-08 15:18:26	172.10.1.175	10.199.250.2	TCP	2168	12960	46	2492
2016-07-08 11:24:09	2016-07-08 11:24:09	172.10.1.175	10.199.250.2	TCP	2261	23937	39	2342
2016-07-08 13:36:58	2016-07-08 13:36:58	172.10.1.175	10.199.250.2	TCP	2401	8950	14	764
2016-07-08 12:47:22	2016-07-08 12:47:22	172.10.1.175	10.199.250.2	TCP	2456	9126	30	1628
2016-07-08 14:25:52	2016-07-08 14:25:52	172.10.1.175	10.199.250.2	TCP	2496	11621	49	2654
2016-07-08 07:47:47	2016-07-08 07:47:47	172.10.1.175	10.199.250.2	TCP	2504	33612	42	2300
2016-07-08 12:24:18	2016-07-08 12:24:18	172.10.1.175	10.199.250.2	TCP	2610	8537	44	2384
2016-07-08 13:47:20	2016-07-08 13:47:20	172.10.1.175	10.199.250.2	TCP	2636	10647	34	1844
2016-07-08 07:41:30	2016-07-08 07:41:30	172.10.1.175	10.199.250.2	TCP	2753	47403	38	2060
2016-07-08 10:52:13	2016-07-08 10:52:13	172.10.1.175	10.199.250.2	TCP	2846	4758	30	1628
2016-07-08 08:04:13	2016-07-08 08:04:13	172.10.1.175	10.199.250.2	TCP	3116	25026	31	1742
2016-07-08 10:39:48	2016-07-08 10:39:48	172.10.1.175	10.199.250.2	TCP	3310	5881	46	2492
2016-07-08 11:19:41	2016-07-08 11:19:41	172.10.1.175	10.199.250.2	TCP	3320	6894	40	2168
2016-07-08 09:46:44	2016-07-08 09:46:44	172.10.1.175	10.199.250.2	TCP	3467	30129	30	1628
2016-07-08 14:38:20	2016-07-08 14:38:20	172.10.1.175	10.199.250.2	TCP	3520	11944	14	764
2016-07-08 07:57:00	2016-07-08 07:57:00	172.10.1.175	10.199.250.2	TCP	3598	33889	46	2648
2016-07-08 11:04:33	2016-07-08 11:04:33	172.10.1.175	10.199.250.2	TCP	3664	23446	14	764
2016-07-08 07:50:42	2016-07-08 07:50:42	172.10.1.175	10.199.250.2	TCP	3722	1605	29	1574
2016-07-08 07:18:12	2016-07-08 07:18:12	172.10.1.175	10.199.250.2	TCP	3769	32971	20	1100
2016-07-08 12:39:32	2016-07-08 12:39:32	172.10.1.175	10.199.250.2	TCP	3816	8924	29	1574
2016-07-08 08:36:51	2016-07-08 08:36:51	172.10.1.175	10.199.250.2	TCP	3948	19691	32	1760
2016-07-08 08:33:26	2016-07-08 08:33:26	172.10.1.175	10.199.250.2	TCP	4166	19611	31	1782
2016-07-08 10:05:51	2016-07-08 10:05:51	172.10.1.175	10.199.250.2	TCP	4250	30615	31	1682
2016-07-08 08:02:19	2016-07-08 08:02:19	172.10.1.175	10.199.250.2	TCP	4280	14574	14	764
2016-07-08 13:59:30	2016-07-08 13:59:30	172.10.1.175	10.199.250.2	TCP	4371	10952	48	2600
2016-07-08 10:36:37	2016-07-08 10:36:37	172.10.1.175	10.199.250.2	TCP	4382	22734	52	2864
2016-07-08 07:59:04	2016-07-08 07:59:04	172.10.1.175	10.199.250.2	TCP	4458	18758	35	2006
2016-07-08 09:04:17	2016-07-08 09:04:17	172.10.1.175	10.199.250.2	TCP	4519	20386	53	3038
2016-07-08 07:32:33	2016-07-08 07:32:33	172.10.1.175	10.199.250.2	TCP	4829	21	15	882
2016-07-08 09:33:54	2016-07-08 09:33:54	172.10.1.175	10.199.250.2	TCP	4932	4217	30	1628
2016-07-08 14:18:12	2016-07-08 14:18:12	172.10.1.176	10.199.250.2	TCP	1230	11428	34	1844
2016-07-08 07:45:41	2016-07-08 07:45:41	172.10.1.176	10.199.250.2	TCP	1260	14134	43	2330
2016-07-08 09:05:21	2016-07-08 09:05:21	172.10.1.176	10.199.250.2	TCP	1311	35620	29	1574
2016-07-08 10:03:25	2016-07-08 10:03:25	172.10.1.176	10.199.250.2	TCP	1403	21887	14	764
2016-07-08 09:55:10	2016-07-08 09:55:10	172.10.1.176	10.199.250.2	TCP	1493	3311	30	1628
2016-07-08 09:49:16	2016-07-08 09:49:16	172.10.1.176	10.199.250.2	TCP	1557	30190	43	2330
2016-07-08 09:18:35	2016-07-08 09:18:35	172.10.1.176	10.199.250.2	TCP	1599	20752	35	1898
2016-07-08 09:14:14	2016-07-08 09:14:14	172.10.1.176	10.199.250.2	TCP	1769	20639	29	1574
2016-07-08 08:16:59	2016-07-08 08:16:59	172.10.1.176	10.199.250.2	TCP	1815	25306	38	2380
2016-07-08 11:03:39	2016-07-08 11:03:39	172.10.1.176	10.199.250.2	TCP	1840	5055	50	2708
2016-07-08 08:10:02	2016-07-08 08:12:03	172.10.1.176	10.199.250.2	TCP	2020	25188	36	2108
2016-07-08 15:26:00	2016-07-08 15:26:00	172.10.1.176	10.199.250.2	TCP	2028	11728	35	1898
2016-07-08 10:07:22	2016-07-08 10:07:22	172.10.1.176	10.199.250.2	TCP	2080	3627	14	764
2016-07-08 12:48:52	2016-07-08 12:48:52	172.10.1.176	10.199.250.2	TCP	2085	7720	30	1628
2016-07-08 07:31:08	2016-07-08 07:31:08	172.10.1.176	10.199.250.2	TCP	2298	26695	32	1784
2016-07-08 13:31:14	2016-07-08 13:31:14	172.10.1.176	10.199.250.2	TCP	2318	8804	14	764
2016-07-08 07:41:41	2016-07-08 07:41:41	172.10.1.176	10.199.250.2	TCP	2408	18290	37	2150
2016-07-08 07:49:17	2016-07-08 07:49:17	172.10.1.176	10.199.250.2	TCP	2516	14231	35	1898
2016-07-08 15:02:40	2016-07-08 15:02:40	172.10.1.176	10.199.250.2	TCP	2640	11134	35	1898
2016-07-08 08:36:14	2016-07-08 08:36:14	172.10.1.176	10.199.250.2	TCP	2772	2740	14	764
2016-07-08 10:53:21	2016-07-08 10:53:21	172.10.1.176	10.199.250.2	TCP	2790	23161	59	3578
2016-07-08 09:59:12	2016-07-08 09:59:12	172.10.1.176	10.199.250.2	TCP	3105	4846	50	2708
2016-07-08 10:57:13	2016-07-08 10:57:13	172.10.1.176	10.199.250.2	TCP	3254	31907	47	2878
2016-07-08 13:00:01	2016-07-08 13:00:01	172.10.1.176	10.199.250.2	TCP	3337	8013	46	2492
2016-07-08 08:26:19	2016-07-08 08:26:19	172.10.1.176	10.199.250.2	TCP	3498	28087	22	1304
2016-07-08 16:10:21	2016-07-08 16:10:21	172.10.1.176	10.199.250.2	TCP	3592	12843	36	1952
2016-07-08 10:15:42	2016-07-08 10:15:42	172.10.1.176	10.199.250.2	TCP	3759	22201	33	1838
2016-07-08 14:38:42	2016-07-08 14:38:42	172.10.1.176	10.199.250.2	TCP	3825	11956	30	1628
2016-07-08 07:35:44	2016-07-08 07:35:44	172.10.1.176	10.199.250.2	TCP	3837	33301	47	2810
2016-07-08 08:12:34	2016-07-08 08:12:34	172.10.1.176	10.199.250.2	TCP	3842	2141	59	3194
2016-07-08 09:30:33	2016-07-08 09:30:33	172.10.1.176	10.199.250.2	TCP	3854	21056	44	2384
2016-07-08 13:27:00	2016-07-08 13:27:00	172.10.1.176	10.199.250.2	TCP	3860	10133	33	1790
2016-07-08 13:22:48	2016-07-08 13:22:48	172.10.1.176	10.199.250.2	TCP	3869	10025	34	1844
2016-07-08 08:49:39	2016-07-08 08:49:39	172.10.1.176	10.199.250.2	TCP	3934	25857	49	2762
2016-07-08 09:00:29	2016-07-08 09:00:29	172.10.1.176	10.199.250.2	TCP	4013	3356	30	1628
2016-07-08 09:38:11	2016-07-08 09:38:11	172.10.1.176	10.199.250.2	TCP	4133	29912	29	1574
2016-07-08 07:26:47	2016-07-08 07:26:47	172.10.1.176	10.199.250.2	TCP	4188	24094	56	3224
2016-07-08 08:01:43	2016-07-08 08:01:43	172.10.1.176	10.199.250.2	TCP	4321	24975	45	2630
2016-07-08 09:47:18	2016-07-08 09:47:18	172.10.1.176	10.199.250.2	TCP	4409	4544	14	764
2016-07-08 07:40:01	2016-07-08 07:40:01	172.10.1.176	10.199.250.2	TCP	4606	47334	14	764
2016-07-08 08:31:03	2016-07-08 08:31:03	172.10.1.176	10.199.250.2	TCP	4725	15304	14	764
2016-07-08 16:06:05	2016-07-08 16:06:05	172.10.1.176	10.199.250.2	TCP	4951	12735	35	1898
2016-07-08 09:53:12	2016-07-08 09:53:12	172.10.1.176	10.199.250.2	TCP	4986	30289	14	764
2016-07-08 15:36:29	2016-07-08 15:36:29	172.10.1.177	10.199.250.2	TCP	1070	11986	30	1628
2016-07-08 08:35:03	2016-07-08 08:35:03	172.10.1.177	10.199.250.2	TCP	1233	28317	31	1694
2016-07-08 09:02:24	2016-07-08 09:02:24	172.10.1.177	10.199.250.2	TCP	1486	26198	50	2792
2016-07-08 10:44:49	2016-07-08 10:44:49	172.10.1.177	10.199.250.2	TCP	1535	6013	14	764
2016-07-08 11:00:09	2016-07-08 11:00:09	172.10.1.177	10.199.250.2	TCP	2072	4963	33	1790
2016-07-08 09:49:32	2016-07-08 09:49:32	172.10.1.177	10.199.250.2	TCP	2072	21532	46	2492
2016-07-08 09:09:59	2016-07-08 09:09:59	172.10.1.177	10.199.250.2	TCP	2081	29200	43	2330
2016-07-08 07:53:47	2016-07-08 07:53:47	172.10.1.177	10.199.250.2	TCP	2086	18605	17	950
2016-07-08 10:56:18	2016-07-08 10:56:18	172.10.1.177	10.199.250.2	TCP	2138	31888	47	2914
2016-07-08 11:24:02	2016-07-08 11:24:02	172.10.1.177	10.199.250.2	TCP	2149	23933	43	2546
2016-07-08 11:45:17	2016-07-08 11:45:17	172.10.1.177	10.199.250.2	TCP	2188	6110	14	764
2016-07-08 07:31:50	2016-07-08 07:31:50	172.10.1.177	10.199.250.2	TCP	2201	1153	4	224
2016-07-08 15:19:12	2016-07-08 15:19:12	172.10.1.177	10.199.250.2	TCP	2558	12973	51	2762
2016-07-08 08:32:20	2016-07-08 08:32:20	172.10.1.177	10.199.250.2	TCP	2614	1265	47	2546
2016-07-08 10:28:39	2016-07-08 10:28:39	172.10.1.177	10.199.250.2	TCP	2644	4160	14	764
2016-07-08 11:20:35	2016-07-08 11:20:35	172.10.1.177	10.199.250.2	TCP	2793	32490	18	1028
2016-07-08 09:52:41	2016-07-08 09:52:41	172.10.1.177	10.199.250.2	TCP	2837	3253	30	1628
2016-07-08 09:10:54	2016-07-08 09:10:54	172.10.1.177	10.199.250.2	TCP	2914	20558	29	1574
2016-07-08 13:43:07	2016-07-08 13:43:07	172.10.1.177	10.199.250.2	TCP	3014	10537	14	764
2016-07-08 10:00:18	2016-07-08 10:00:18	172.10.1.177	10.199.250.2	TCP	3020	30466	47	2546
2016-07-08 13:40:46	2016-07-08 13:40:46	172.10.1.177	10.199.250.2	TCP	3103	9047	61	3302
2016-07-08 08:21:04	2016-07-08 08:21:04	172.10.1.177	10.199.250.2	TCP	3108	2349	61	3302
2016-07-08 08:49:30	2016-07-08 08:49:30	172.10.1.177	10.199.250.2	TCP	3192	3084	41	2222
2016-07-08 13:20:54	2016-07-08 13:20:54	172.10.1.177	10.199.250.2	TCP	3237	8538	14	764
2016-07-08 09:35:30	2016-07-08 09:35:30	172.10.1.177	10.199.250.2	TCP	3309	16935	44	2612
2016-07-08 15:03:46	2016-07-08 15:03:46	172.10.1.177	10.199.250.2	TCP	3365	11158	39	2114
2016-07-08 08:00:19	2016-07-08 08:00:19	172.10.1.177	10.199.250.2	TCP	3395	33970	55	3254
2016-07-08 11:16:15	2016-07-08 11:16:15	172.10.1.177	10.199.250.2	TCP	3396	5364	30	1628
2016-07-08 10:01:09	2016-07-08 10:01:09	172.10.1.177	10.199.250.2	TCP	3427	21827	14	764
2016-07-08 09:30:05	2016-07-08 09:30:05	172.10.1.177	10.199.250.2	TCP	3546	21045	30	1628
2016-07-08 10:48:58	2016-07-08 10:48:58	172.10.1.177	10.199.250.2	TCP	3863	4675	14	764
2016-07-08 16:04:13	2016-07-08 16:04:13	172.10.1.177	10.199.250.2	TCP	3889	12689	14	764
2016-07-08 11:20:07	2016-07-08 11:20:07	172.10.1.177	10.199.250.2	TCP	3901	6908	35	1898
2016-07-08 07:50:19	2016-07-08 07:50:19	172.10.1.177	10.199.250.2	TCP	3902	14266	17	926
2016-07-08 09:04:38	2016-07-08 09:04:38	172.10.1.177	10.199.250.2	TCP	4064	16156	50	2708
2016-07-08 07:26:50	2016-07-08 07:26:50	172.10.1.177	10.199.250.2	TCP	4255	24104	34	1928
2016-07-08 14:43:43	2016-07-08 14:43:43	172.10.1.177	10.199.250.2	TCP	4300	10649	29	1574
2016-07-08 14:00:01	2016-07-08 14:00:01	172.10.1.177	10.199.250.2	TCP	4454	9538	43	2330
2016-07-08 13:00:46	2016-07-08 13:00:46	172.10.1.177	10.199.250.2	TCP	4524	8025	44	2384
2016-07-08 08:36:17	2016-07-08 08:36:17	172.10.1.177	10.199.250.2	TCP	4584	1359	14	764
2016-07-08 13:13:22	2016-07-08 13:13:22	172.10.1.177	10.199.250.2	TCP	4632	8349	30	1628
2016-07-08 09:28:08	2016-07-08 09:28:08	172.10.1.177	10.199.250.2	TCP	4697	16756	50	2708
2016-07-08 08:44:11	2016-07-08 08:44:11	172.10.1.177	10.199.250.2	TCP	4826	1561	29	1574
2016-07-08 07:15:15	2016-07-08 07:15:15	172.10.1.178	10.199.250.2	TCP	1068	13316	14	764
2016-07-08 11:12:29	2016-07-08 11:12:29	172.10.1.178	10.199.250.2	TCP	1129	32296	14	764
2016-07-08 09:57:32	2016-07-08 09:57:32	172.10.1.178	10.199.250.2	TCP	1230	4811	32	1736
2016-07-08 13:02:42	2016-07-08 13:02:42	172.10.1.178	10.199.250.2	TCP	1255	9517	29	1574
2016-07-08 13:06:19	2016-07-08 13:06:19	172.10.1.178	10.199.250.2	TCP	1355	8172	14	764
2016-07-08 14:12:55	2016-07-08 14:12:55	172.10.1.178	10.199.250.2	TCP	1530	11297	35	1898
2016-07-08 08:31:24	2016-07-08 08:31:24	172.10.1.178	10.199.250.2	TCP	1550	21	49	2998
2016-07-08 12:07:45	2016-07-08 12:07:45	172.10.1.178	10.199.250.2	TCP	1659	8117	33	1790
2016-07-08 09:09:48	2016-07-08 09:09:48	172.10.1.178	10.199.250.2	TCP	1926	3602	14	764
2016-07-08 16:07:58	2016-07-08 16:07:58	172.10.1.178	10.199.250.2	TCP	2245	12784	30	1628
2016-07-08 14:08:19	2016-07-08 14:08:19	172.10.1.178	10.199.250.2	TCP	2289	9746	29	1574
2016-07-08 09:01:22	2016-07-08 09:01:22	172.10.1.178	10.199.250.2	TCP	2438	28977	44	2700
2016-07-08 09:35:45	2016-07-08 09:35:45	172.10.1.178	10.199.250.2	TCP	2457	29846	14	764
2016-07-08 09:15:13	2016-07-08 09:15:13	172.10.1.178	10.199.250.2	TCP	2534	20664	14	764
2016-07-08 07:34:53	2016-07-08 07:34:53	172.10.1.178	10.199.250.2	TCP	2808	26786	46	2536
2016-07-08 12:46:43	2016-07-08 12:46:43	172.10.1.178	10.199.250.2	TCP	2848	7672	30	1628
2016-07-08 14:59:58	2016-07-08 14:59:58	172.10.1.178	10.199.250.2	TCP	2908	12490	54	2924
2016-07-08 07:22:30	2016-07-08 07:22:30	172.10.1.178	10.199.250.2	TCP	2916	26444	50	2876
2016-07-08 14:23:59	2016-07-08 14:23:59	172.10.1.178	10.199.250.2	TCP	3003	10148	14	764
2016-07-08 15:27:40	2016-07-08 15:27:40	172.10.1.178	10.199.250.2	TCP	3031	11764	30	1628
2016-07-08 10:42:59	2016-07-08 10:42:59	172.10.1.178	10.199.250.2	TCP	3077	22893	39	2410
2016-07-08 10:38:40	2016-07-08 10:38:40	172.10.1.178	10.199.250.2	TCP	3096	4421	46	2492
2016-07-08 14:32:22	2016-07-08 14:32:22	172.10.1.178	10.199.250.2	TCP	3110	11790	14	764
