firstseen	srcip	dstip	sport	dport	pkts	bytes
2013-04-06 11:37:04	10.9.81.5	172.10.0.7	62559	6137	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.4	62560	54657	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.9	62560	5877	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.7	62561	35438	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.2	62561	47437	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.2	62561	36300	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.4	62559	54657	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.9	62559	5877	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.7	62560	35438	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.7	62560	41517	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.7	62561	8031	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.2	62560	47437	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.7	62561	3433	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.2	62561	11166	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.8	62561	20405	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.7	62561	57673	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.2	62561	9962	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.2	62560	36300	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.2	62561	29408	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.2	62560	11166	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.2	62677	389	1	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.7	62560	3433	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.7	62560	42366	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.2	62560	49883	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.2	62559	11166	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.8	62559	20405	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.7	62559	57673	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.8	62560	42498	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.7	62560	5709	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.2	62560	62280	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.7	62560	8031	0	0
2013-04-06 11:37:04	10.9.81.5	172.20.0.6	62560	40617	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.4	62560	7685	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.2	62560	39011	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.8	62674	80	1	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.2	62559	9962	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.7	62559	41517	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.2	62560	29408	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.2	62559	36300	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.7	62559	35438	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.5	62559	42248	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.3	62559	44322	1	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.2	62559	47437	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.2	62561	15776	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.9	62636	3389	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.7	62559	3433	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.7	62679	80	1	0
2013-04-06 11:37:06	10.9.81.5	172.10.0.8	62561	60547	0	0
2013-04-06 11:37:06	10.9.81.5	172.10.0.7	62561	51080	0	0
2013-04-06 11:37:06	10.9.81.5	172.10.0.2	62561	10800	0	0
2013-04-06 11:37:06	10.9.81.5	172.10.0.2	62679	389	1	0
2013-04-06 11:37:06	10.9.81.5	172.10.0.2	62561	35107	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62561	41714	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62561	29775	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62561	13781	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62561	21817	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62561	34129	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62560	32139	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62560	40149	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62560	55029	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62560	12353	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62561	10843	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62561	48743	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62561	35543	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62561	49969	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62561	1459	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.8	62561	29093	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62561	60770	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.8	62561	35935	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.7	62561	42960	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62561	14565	0	0
2013-04-06 11:37:08	10.9.81.5	172.20.0.6	62647	3389	1	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62560	13646	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62560	54409	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.7	62561	61576	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62561	8719	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62560	41714	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62560	29775	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62560	34129	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62560	21817	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62560	13781	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62560	49969	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62560	35543	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62560	48743	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62560	10843	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62560	14565	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.8	62560	35935	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62560	60770	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.8	62560	29093	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.7	62560	42960	0	0
2013-04-06 11:37:08	10.9.81.5	172.20.0.6	62560	38017	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62560	1459	0	0
2013-04-06 11:37:07	10.9.81.5	172.10.0.5	62560	40564	0	0
2013-04-06 11:37:07	10.9.81.5	172.10.0.8	62559	26551	0	0
2013-04-06 11:37:07	10.9.81.5	172.10.0.2	62560	7367	0	0
2013-04-06 11:37:07	10.9.81.5	172.10.0.5	62559	40564	0	0
2013-04-06 11:37:07	10.9.81.5	172.10.0.2	62559	7367	0	0
2013-04-06 11:37:07	10.9.81.5	172.10.0.7	62561	37898	0	0
2013-04-06 11:37:07	10.9.81.5	172.10.0.8	62561	9515	0	0
2013-04-06 11:37:07	10.9.81.5	172.10.0.9	62560	34681	0	0
2013-04-06 11:37:07	10.9.81.5	172.10.0.7	62560	37898	0	0
2013-04-06 11:37:03	10.9.81.5	172.10.0.2	62559	34743	0	0
2013-04-06 11:37:03	10.9.81.5	172.10.0.7	62559	47709	0	0
2013-04-06 11:37:03	10.9.81.5	172.10.0.7	62561	60103	0	0
2013-04-06 11:37:03	10.9.81.5	172.10.0.9	62560	23937	0	0
2013-04-06 11:37:03	10.9.81.5	172.10.0.8	62560	32998	0	0
2013-04-06 11:37:03	10.9.81.5	172.10.0.7	62560	53139	0	0
2013-04-06 11:37:03	10.9.81.5	172.20.0.6	62560	23958	0	0
2013-04-06 11:37:03	10.9.81.5	172.10.0.7	62561	10423	0	0
2013-04-06 11:37:03	10.9.81.5	172.10.0.9	62559	23937	0	0
2013-04-06 11:37:03	10.9.81.5	172.10.0.8	62559	32998	0	0
2013-04-06 11:37:03	10.9.81.5	172.10.0.7	62559	53139	0	0
2013-04-06 11:37:03	10.9.81.5	172.20.0.6	62559	23958	0	0
2013-04-06 11:37:03	10.9.81.5	172.10.0.7	62560	60103	0	0
2013-04-06 11:37:03	10.9.81.5	172.10.0.7	62561	2959	0	0
2013-04-06 11:37:03	10.9.81.5	172.10.0.2	62561	33160	0	0
2013-04-06 11:37:03	10.9.81.5	172.10.0.7	62560	10423	0	0
2013-04-06 11:37:03	10.9.81.5	172.10.0.2	62560	33160	0	0
2013-04-06 11:37:03	10.9.81.5	172.10.0.7	62561	32159	0	0
2013-04-06 11:37:03	10.9.81.5	172.10.0.2	62561	6681	0	0
2013-04-06 11:37:03	10.9.81.5	172.10.0.8	62561	38713	0	0
2013-04-06 11:37:03	10.9.81.5	172.10.0.7	62561	31240	0	0
2013-04-06 11:37:03	10.9.81.5	172.10.0.5	62560	39709	0	0
2013-04-06 11:37:03	10.9.81.5	172.10.0.2	62561	26844	0	0
2013-04-06 11:37:03	10.9.81.5	172.10.0.2	62561	48386	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.5	62559	16544	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.4	62559	21052	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.9	62560	37840	0	0
2013-04-06 11:37:04	10.9.81.5	172.20.0.6	62560	32717	0	0
2013-04-06 11:37:04	10.9.81.5	172.20.0.6	62559	32717	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.7	62560	6137	0	0
2013-04-06 11:37:04	10.9.81.5	172.10.0.2	62561	23203	0	0
2013-04-06 11:37:07	10.9.81.5	172.10.0.8	62560	9515	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.3	62559	46341	1	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62559	14391	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62560	53659	0	0
2013-04-06 11:37:08	10.9.81.5	172.20.0.6	62560	23634	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.3	62559	15272	1	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62559	8263	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62560	6717	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62559	32521	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.3	62559	36845	1	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62559	56087	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.7	62560	16720	0	0
2013-04-06 11:37:08	10.9.81.5	172.20.0.6	62560	64713	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.5	62560	38747	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.3	62559	14309	1	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62559	44644	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.8	62559	13141	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.4	62559	20391	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.3	62559	18553	1	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62561	47205	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.9	62560	63148	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62560	61019	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.8	62559	48193	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.7	62559	10534	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62561	40217	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62561	19498	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62561	2329	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62561	30102	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62561	24397	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62561	59339	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.3	62559	54683	1	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62559	53659	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62561	51109	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62561	20862	0	0
2013-04-06 11:37:08	10.9.81.5	172.20.0.6	62559	23634	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62559	6717	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.7	62559	16720	0	0
2013-04-06 11:37:08	10.9.81.5	172.20.0.6	62559	64713	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.5	62559	38747	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62561	57582	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62560	47205	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.4	62559	38795	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.3	62559	62280	1	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62561	56360	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62561	33300	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62560	28628	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62560	21136	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.2	62561	57080	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62560	54683	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.7	62561	56076	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.2	62560	43855	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62559	15272	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62561	20110	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62560	9281	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62560	15024	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62560	49425	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62560	56899	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.7	62561	4903	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.5	62559	30325	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62560	48280	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62560	22645	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62560	21048	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62560	4052	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62559	36845	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.3	62559	39011	1	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62559	14309	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.3	62559	29408	1	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62559	18553	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.3	62559	15776	1	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62560	30869	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62560	63152	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.5	62560	40617	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.3	62560	43683	1	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62559	54683	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.3	62559	54191	1	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62559	21136	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.3	62559	12331	1	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.2	62559	43855	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62559	28628	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.3	62559	56349	1	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62560	33300	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62560	56360	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.7	62560	56076	0	0
2013-04-06 11:37:12	10.9.81.5	172.20.0.6	62560	63647	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.4	62560	34681	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.2	62560	57080	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.5	62646	3389	1	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62559	56899	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.3	62559	45570	1	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62559	49425	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.3	62559	34743	1	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62559	15024	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.3	62559	33160	1	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62559	9281	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.9	62560	39173	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62560	20110	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.7	62560	4903	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.2	62683	389	1	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.3	62559	48386	1	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62559	4052	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.3	62559	26844	1	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62559	21048	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.3	62559	6681	1	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62559	22645	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62561	37822	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62561	6648	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62561	15648	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62561	11867	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62561	53668	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.3	62559	40696	1	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62559	48280	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62559	47292	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.7	62559	26108	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62559	3085	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62559	58912	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62559	34615	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62559	41766	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62559	38472	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62559	32309	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62559	48544	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62559	20707	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62559	16059	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62559	4972	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62559	56147	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62559	22753	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62559	12144	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62559	45271	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62559	19718	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62559	62814	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62559	28814	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62559	39842	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62559	33492	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62559	32123	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62559	7479	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.8	62559	33206	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.5	62559	56398	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.4	62559	3235	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.3	62559	33300	1	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.2	62559	20331	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.9	62559	38795	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.8	62559	15482	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.7	62559	35824	0	0
2013-04-06 11:37:08	10.9.81.5	172.20.0.6	62560	30737	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.8	62677	80	1	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.7	62561	26066	0	0
2013-04-06 11:37:08	10.9.81.5	172.10.0.7	62682	80	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.8	62560	12488	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.7	62560	54403	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.2	62560	34361	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.8	62559	29244	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.7	62559	29325	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.7	62560	44248	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.4	62560	63772	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.2	62561	34597	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.3	62559	60147	1	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.2	62559	2608	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.8	62559	36921	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.7	62559	11204	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.7	62561	11534	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.9	62560	47990	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.8	62560	49653	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.2	62560	50456	0	0
2013-04-06 11:37:09	10.9.81.5	172.20.0.6	62648	3389	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.9	62559	42248	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.8	62559	58395	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.7	62559	16358	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.3	62559	11953	1	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.8	62561	64014	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.7	62561	30719	0	0
2013-04-06 11:37:09	10.9.81.5	172.20.0.6	62560	35837	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.2	62561	57453	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.8	62559	12488	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.7	62559	54403	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.3	62559	38390	1	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.2	62559	34361	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.7	62559	44248	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.4	62559	63772	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.3	62559	49775	1	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.2	62560	34597	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.8	62559	49653	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.7	62559	35400	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.4	62559	2312	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.3	62559	18130	1	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.2	62559	50456	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.9	62559	47990	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.7	62561	54761	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.8	62561	42443	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.7	62560	11534	0	0
2013-04-06 11:37:09	10.9.81.5	172.20.0.6	62560	33691	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.5	62560	18024	0	0
2013-04-06 11:37:09	10.9.81.5	172.20.0.6	62559	35837	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.2	62561	36455	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.8	62561	50752	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.7	62561	25774	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.2	62561	36551	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.8	62560	64014	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.7	62560	30719	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.2	62560	57453	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.4	62637	3389	1	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.2	62559	34597	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.7	62561	30720	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.7	62559	11534	0	0
2013-04-06 11:37:09	10.9.81.5	172.20.0.6	62559	33691	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.5	62559	18024	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.8	62561	46410	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.7	62561	40925	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.8	62560	42443	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.7	62560	54761	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.2	62559	57453	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.8	62559	64014	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.7	62559	30719	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.2	62560	36551	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.9	62560	39709	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.8	62560	50752	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.7	62560	25774	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.4	62560	23937	0	0
2013-04-06 11:37:09	10.9.81.5	172.10.0.2	62560	36455	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62559	63152	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.3	62559	49126	1	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62559	30869	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.3	62559	39361	1	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62559	56360	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.5	62559	40617	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.4	62559	34681	0	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.3	62559	6983	1	0
2013-04-06 11:37:12	10.9.81.5	172.10.0.8	62559	33300	0	0
