lda_score_MIN,from_IP,to_IP
1.21E-05,10.0.0.13,172.20.2.58
1.21E-05,10.0.0.13,172.30.2.4
1.21E-05,10.0.0.13,172.10.2.77
1.21E-05,10.0.0.13,172.20.1.222
1.21E-05,10.0.0.13,172.10.1.81
1.21E-05,10.0.0.13,172.10.1.38
1.21E-05,10.0.0.13,172.20.2.76
1.21E-05,10.0.0.13,172.10.2.36
1.21E-05,10.0.0.13,172.10.1.58
1.21E-05,10.0.0.13,172.10.1.239
1.21E-05,10.0.0.13,172.30.2.134
1.21E-05,10.0.0.13,172.30.1.240
1.21E-05,10.0.0.13,172.20.2.100
1.21E-05,10.0.0.13,172.20.2.84
1.21E-05,10.0.0.13,172.30.1.11
1.21E-05,10.0.0.13,172.20.2.10
1.21E-05,10.0.0.13,172.30.2.18
1.21E-05,10.0.0.13,172.20.2.18
1.21E-05,10.0.0.13,172.10.1.90
1.21E-05,10.0.0.13,172.30.1.173
1.21E-05,10.0.0.13,172.10.2.41
1.21E-05,10.0.0.13,172.30.2.6
1.21E-05,10.0.0.13,172.10.1.238
1.21E-05,10.0.0.13,172.20.1.93
1.21E-05,10.0.0.13,172.20.1.250
1.21E-05,10.0.0.13,172.30.2.91
1.21E-05,10.0.0.13,172.20.1.220
1.21E-05,10.0.0.13,172.20.1.17
1.21E-05,10.0.0.12,172.20.2.139
1.21E-05,10.0.0.13,172.20.1.90
1.21E-05,10.0.0.13,172.10.1.168
1.21E-05,10.0.0.13,172.30.2.62
1.21E-05,10.0.0.13,172.10.1.10
1.21E-05,10.0.0.13,172.20.1.248
1.21E-05,10.0.0.13,172.10.2.68
1.21E-05,10.0.0.13,172.20.1.235
1.21E-05,10.0.0.13,172.10.1.119
1.21E-05,10.0.0.13,172.30.2.98
1.21E-05,10.0.0.13,172.20.1.253
1.21E-05,10.0.0.13,172.10.1.217
1.21E-05,10.0.0.13,172.10.2.141
1.21E-05,10.0.0.13,172.20.1.21
1.21E-05,10.0.0.13,172.30.1.95
1.21E-05,10.0.0.13,172.20.1.242
1.21E-05,10.0.0.13,172.20.1.53
1.21E-05,10.0.0.13,172.10.1.184
1.21E-05,10.0.0.13,172.10.2.79
1.21E-05,10.0.0.13,172.10.2.56
1.21E-05,10.0.0.13,172.30.1.251
1.21E-05,10.0.0.13,172.10.1.31
1.21E-05,10.0.0.13,172.20.2.44
1.21E-05,10.0.0.13,172.10.1.79
1.21E-05,10.0.0.9,172.20.1.106
1.21E-05,10.0.0.13,172.20.2.47
1.21E-05,10.0.0.13,172.10.2.144
1.21E-05,10.0.0.13,172.30.1.120
1.21E-05,10.0.0.13,172.10.1.223
1.21E-05,10.0.0.13,172.30.2.85
1.21E-05,10.0.0.13,172.30.2.27
1.21E-05,10.0.0.13,172.30.1.45
1.21E-05,10.0.0.13,172.20.1.134
1.21E-05,10.0.0.13,172.30.1.1
1.21E-05,10.0.0.13,172.10.1.104
1.21E-05,10.0.0.13,172.20.2.66
1.21E-05,10.0.0.13,172.10.1.171
1.21E-05,10.0.0.13,172.10.2.120
1.21E-05,10.0.0.7,172.20.1.37
1.21E-05,10.0.0.13,172.30.1.150
1.21E-05,10.0.0.13,172.20.1.197
1.21E-05,10.0.0.13,172.30.2.20
1.21E-05,10.0.0.13,172.30.1.110
1.21E-05,10.0.0.13,172.20.1.207
1.21E-05,10.0.0.13,172.10.1.228
1.21E-05,10.0.0.13,172.20.2.139
1.21E-05,10.0.0.13,172.30.2.42
1.21E-05,10.0.0.13,172.30.2.99
1.21E-05,10.0.0.13,172.30.1.57
1.21E-05,10.0.0.13,172.10.1.137
1.21E-05,10.0.0.13,172.10.1.88
1.21E-05,10.0.0.13,172.30.2.100
1.21E-05,10.0.0.13,172.10.1.28
1.21E-05,10.0.0.13,172.30.2.73
1.21E-05,10.0.0.13,172.30.1.250
1.21E-05,10.0.0.13,172.20.1.137
1.21E-05,10.0.0.13,172.10.1.213
1.21E-05,10.0.0.13,172.20.1.105
1.21E-05,10.0.0.13,172.10.2.76
1.21E-05,10.0.0.13,172.20.1.35
1.21E-05,10.0.0.13,172.20.2.138
1.21E-05,10.0.0.13,172.20.1.60
1.21E-05,10.0.0.13,172.10.1.4
1.21E-05,10.0.0.13,172.10.1.19
1.21E-05,10.0.0.13,172.30.2.136
1.21E-05,10.0.0.13,172.30.1.182
1.21E-05,10.0.0.13,172.20.1.166
1.21E-05,10.0.0.13,172.30.2.116
1.21E-05,10.0.0.13,172.30.1.172
1.21E-05,10.0.0.13,172.30.2.50
1.21E-05,10.0.0.13,172.30.1.195
1.21E-05,10.0.0.13,172.20.1.45
1.21E-05,10.0.0.13,172.30.1.228
1.21E-05,10.0.0.12,172.30.1.48
1.21E-05,10.0.0.13,172.30.1.169
1.21E-05,10.0.0.13,172.10.1.172
1.21E-05,10.0.0.13,172.10.1.175
1.21E-05,10.0.0.13,172.30.1.199
1.21E-05,10.0.0.13,172.30.1.137
1.21E-05,10.0.0.13,172.10.1.78
1.21E-05,10.0.0.13,172.10.2.55
1.21E-05,10.0.0.13,172.20.1.65
1.21E-05,10.0.0.13,172.30.1.109
1.21E-05,10.0.0.13,172.10.1.13
1.21E-05,10.0.0.13,172.20.1.10
1.21E-05,10.0.0.13,172.20.1.209
1.21E-05,10.0.0.13,172.10.1.95
1.21E-05,10.0.0.13,172.10.1.61
1.21E-05,10.0.0.13,172.10.1.195
1.21E-05,10.0.0.13,172.10.2.105
1.21E-05,10.0.0.13,172.10.1.71
1.21E-05,10.0.0.13,172.30.1.189
1.21E-05,10.0.0.13,172.20.1.11
1.21E-05,10.0.0.13,172.20.1.252
1.21E-05,10.0.0.13,172.30.2.13
1.21E-05,10.0.0.13,172.20.1.157
1.21E-05,10.0.0.13,172.30.1.164
1.21E-05,10.0.0.13,172.30.1.32
1.21E-05,10.0.0.13,172.30.1.44
1.21E-05,10.0.0.13,172.20.2.107
1.21E-05,10.0.0.13,172.20.1.121
1.21E-05,10.0.0.13,172.30.1.206
1.21E-05,10.0.0.13,172.30.1.104
1.21E-05,10.0.0.13,172.20.2.99
1.21E-05,10.0.0.13,172.10.2.124
1.21E-05,10.0.0.13,172.10.1.25
1.21E-05,10.0.0.13,172.20.2.93
1.21E-05,10.0.0.13,172.20.2.45
1.21E-05,10.0.0.13,172.30.1.6
1.21E-05,10.0.0.13,172.30.1.138
1.21E-05,10.0.0.13,172.30.1.83
1.21E-05,10.0.0.13,172.20.2.91
1.21E-05,10.0.0.13,172.20.2.142
1.21E-05,10.0.0.13,172.30.1.122
1.21E-05,10.0.0.13,172.30.2.67
1.21E-05,10.0.0.13,172.30.2.66
1.21E-05,10.0.0.13,172.10.2.67
1.21E-05,10.0.0.13,172.20.1.178
1.21E-05,10.0.0.13,172.20.2.80
1.21E-05,10.0.0.13,172.20.1.126
1.21E-05,10.0.0.13,172.10.1.250
1.21E-05,10.0.0.13,172.30.1.133
1.21E-05,10.0.0.12,172.10.1.71
1.21E-05,10.0.0.13,172.10.1.45
1.21E-05,10.0.0.13,172.10.1.214
1.21E-05,10.0.0.13,172.30.1.55
1.21E-05,10.0.0.13,172.10.2.69
1.21E-05,10.0.0.13,172.20.2.122
1.21E-05,10.0.0.13,172.20.1.188
1.21E-05,10.0.0.13,172.20.1.87
1.21E-05,10.0.0.13,172.20.1.46
1.21E-05,10.0.0.13,172.20.2.133
1.21E-05,10.0.0.13,172.20.1.107
1.21E-05,10.0.0.13,172.30.1.56
1.21E-05,10.0.0.13,172.10.2.135
1.21E-05,10.0.0.13,172.10.1.47
1.21E-05,10.0.0.13,172.30.1.49
1.21E-05,10.0.0.13,172.20.1.103
1.21E-05,10.0.0.13,172.20.1.217
1.21E-05,10.0.0.13,172.30.2.75
1.21E-05,10.0.0.13,172.30.1.96
1.21E-05,10.0.0.13,172.10.2.33
1.21E-05,10.0.0.13,172.20.2.3
1.21E-05,10.0.0.13,172.10.1.35
1.21E-05,10.0.0.13,172.20.1.102
1.21E-05,10.0.0.13,172.10.1.51
1.21E-05,10.0.0.13,172.20.1.140
1.21E-05,10.0.0.13,172.10.1.165
1.21E-05,10.0.0.13,172.10.1.236
1.21E-05,10.0.0.13,172.20.1.167
1.21E-05,10.0.0.13,172.10.1.210
1.21E-05,10.0.0.13,172.20.1.1
1.21E-05,10.0.0.13,172.10.2.97
1.21E-05,10.0.0.13,172.10.1.251
1.21E-05,10.0.0.13,172.20.2.134
1.21E-05,10.0.0.13,172.30.1.79
1.21E-05,10.0.0.13,172.10.1.151
1.21E-05,10.0.0.13,172.10.2.63
1.21E-05,10.0.0.13,172.10.2.99
1.21E-05,10.0.0.13,172.20.2.127
1.21E-05,10.0.0.13,172.30.1.225
1.21E-05,10.0.0.13,172.20.1.73
1.21E-05,10.0.0.13,172.10.2.118
1.21E-05,10.0.0.13,172.10.1.161
1.21E-05,10.0.0.13,172.20.2.114
1.21E-05,10.0.0.13,172.20.1.82
1.21E-05,10.0.0.13,172.10.1.87
1.21E-05,10.0.0.13,172.20.1.100
1.21E-05,10.0.0.13,172.30.1.58
1.21E-05,10.0.0.13,172.20.2.23
1.21E-05,10.0.0.13,172.10.1.204
1.21E-05,10.0.0.13,172.10.2.30
1.21E-05,10.0.0.13,172.30.1.154
1.21E-05,10.0.0.13,172.30.2.78
1.21E-05,10.0.0.13,172.10.1.12
1.21E-05,10.0.0.13,172.30.2.92
1.21E-05,10.0.0.13,172.30.2.16
1.21E-05,10.0.0.13,172.20.1.18
1.21E-05,10.0.0.13,172.30.1.202
1.21E-05,10.0.0.13,172.30.1.239
1.21E-05,10.0.0.13,172.30.2.86
1.21E-05,10.0.0.13,172.30.1.37
1.21E-05,10.0.0.13,172.30.2.59
1.21E-05,10.0.0.13,172.20.2.16
1.21E-05,10.0.0.13,172.30.2.56
1.21E-05,10.0.0.13,172.10.1.121
1.21E-05,10.0.0.13,172.30.1.220
1.21E-05,10.0.0.13,172.10.1.63
1.21E-05,10.0.0.13,172.20.2.33
1.21E-05,10.0.0.13,172.20.2.90
1.21E-05,10.0.0.13,172.30.2.104
1.21E-05,10.0.0.13,172.20.1.213
1.21E-05,10.0.0.13,172.20.2.29
1.21E-05,10.0.0.13,172.30.2.37
1.21E-05,10.0.0.13,172.10.2.106
1.21E-05,10.0.0.13,172.10.1.252
1.21E-05,10.0.0.13,172.20.2.42
1.21E-05,10.0.0.13,172.10.1.163
1.21E-05,10.0.0.13,172.10.2.58
1.21E-05,10.0.0.13,172.20.1.204
1.21E-05,10.0.0.13,172.20.1.168
1.21E-05,10.0.0.13,172.30.1.33
1.21E-05,10.0.0.13,172.20.1.128
1.21E-05,10.0.0.13,172.20.1.127
1.21E-05,10.0.0.13,172.10.1.202
1.21E-05,10.0.0.13,172.10.2.146
1.21E-05,10.0.0.13,172.20.2.105
1.21E-05,10.0.0.13,172.10.1.22
1.21E-05,10.0.0.13,172.20.1.86
1.21E-05,10.0.0.13,172.30.2.102
1.21E-05,10.0.0.13,172.30.2.11
1.21E-05,10.0.0.13,172.30.1.8
1.21E-05,10.0.0.13,172.20.2.27
1.21E-05,10.0.0.13,172.10.1.126
1.21E-05,10.0.0.13,172.30.1.69
1.21E-05,10.0.0.13,172.20.1.243
1.21E-05,10.0.0.13,172.10.1.187
1.21E-05,10.0.0.13,172.20.2.7
1.21E-05,10.0.0.13,172.30.1.238
1.21E-05,10.0.0.13,172.20.1.69
1.21E-05,10.0.0.13,172.10.1.240
1.21E-05,10.0.0.13,172.20.2.119
1.21E-05,10.0.0.13,172.30.1.219
1.21E-05,10.0.0.13,172.30.1.35
1.21E-05,10.0.0.13,172.30.1.234
1.21E-05,10.0.0.13,172.10.1.134
1.21E-05,10.0.0.13,172.10.1.218
1.21E-05,10.0.0.13,172.10.1.91
1.21E-05,10.0.0.13,172.10.1.237
1.21E-05,10.0.0.13,172.30.1.78
1.21E-05,10.0.0.13,172.20.1.165
1.21E-05,10.0.0.13,172.20.2.12
1.21E-05,10.0.0.13,172.20.2.71
1.21E-05,10.0.0.13,172.30.1.246
1.21E-05,10.0.0.13,172.10.1.110
1.21E-05,10.0.0.13,172.30.1.155
1.21E-05,10.0.0.13,172.30.2.26
1.21E-05,10.0.0.13,172.30.1.184
1.21E-05,10.0.0.13,172.20.1.131
1.21E-05,10.0.0.13,172.10.2.47
1.21E-05,10.0.0.13,172.20.1.122
1.21E-05,10.0.0.13,172.10.2.142
1.21E-05,10.0.0.13,172.30.1.248
1.21E-05,10.0.0.13,172.10.1.49
1.21E-05,10.0.0.13,172.10.2.131
1.21E-05,10.0.0.13,172.20.1.136
1.21E-05,10.0.0.13,172.30.2.51
1.21E-05,10.0.0.13,172.20.2.48
1.21E-05,10.0.0.13,172.30.1.188
1.21E-05,10.0.0.13,172.30.2.127
1.21E-05,10.0.0.13,172.30.1.111
1.21E-05,10.0.0.13,172.10.1.50
1.21E-05,10.0.0.13,172.30.2.119
1.21E-05,10.0.0.13,172.30.1.236
1.21E-05,10.0.0.13,172.30.1.124
1.21E-05,10.0.0.13,172.30.1.223
1.21E-05,10.0.0.13,172.20.1.238
1.21E-05,10.0.0.13,172.30.1.197
1.21E-05,10.0.0.13,172.10.2.31
1.21E-05,10.0.0.13,172.30.1.171
1.21E-05,10.0.0.13,172.30.1.211
1.21E-05,10.0.0.13,172.30.1.38
1.21E-05,10.0.0.13,172.30.2.124
1.21E-05,10.0.0.13,172.20.2.118
1.21E-05,10.0.0.13,172.20.2.28
1.21E-05,10.0.0.13,172.30.1.118
1.21E-05,10.0.0.10,172.10.1.70
1.21E-05,10.0.0.13,172.20.2.104
1.21E-05,10.0.0.13,172.20.1.226
1.21E-05,10.0.0.13,172.10.1.154
1.21E-05,10.0.0.13,172.20.1.189
1.21E-05,10.0.0.13,172.30.1.185
1.21E-05,10.0.0.13,172.30.1.151
1.21E-05,10.0.0.13,172.10.2.83
1.21E-05,10.0.0.13,172.20.1.117
1.21E-05,10.0.0.13,172.10.1.48
1.21E-05,10.0.0.13,172.20.1.113
1.21E-05,10.0.0.13,172.30.2.108
1.21E-05,10.0.0.13,172.20.2.35
1.21E-05,10.0.0.13,172.20.2.128
1.21E-05,10.0.0.13,172.10.2.7
1.21E-05,10.0.0.13,172.10.1.245
1.21E-05,10.0.0.13,172.20.2.103
1.21E-05,10.0.0.13,172.30.2.84
1.21E-05,10.0.0.13,172.10.1.183
1.21E-05,10.0.0.13,172.10.1.212
1.21E-05,10.0.0.13,172.30.2.128
1.21E-05,10.0.0.13,172.20.2.51
1.21E-05,10.0.0.13,172.10.1.249
1.21E-05,10.0.0.13,172.20.1.61
1.21E-05,10.0.0.13,172.30.2.40
1.21E-05,10.0.0.13,172.20.2.69
1.21E-05,10.0.0.13,172.20.2.78
1.21E-05,10.0.0.13,172.10.1.152
1.21E-05,10.0.0.13,172.10.1.215
1.21E-05,10.0.0.13,172.20.2.108
1.21E-05,10.0.0.13,172.20.2.22
1.21E-05,10.0.0.13,172.10.2.26
1.21E-05,10.0.0.13,172.30.2.2
1.21E-05,10.0.0.13,172.30.1.227
1.21E-05,10.0.0.13,172.10.2.10
1.21E-05,10.0.0.13,172.20.2.54
1.21E-05,10.0.0.13,172.30.1.237
1.21E-05,10.0.0.13,172.20.1.203
1.21E-05,10.0.0.13,172.10.1.177
1.21E-05,10.0.0.13,172.20.2.43
1.21E-05,10.0.0.13,172.30.1.18
1.21E-05,10.0.0.13,172.30.1.121
1.21E-05,10.0.0.13,172.10.1.69
1.21E-05,10.0.0.13,172.20.2.65
1.21E-05,10.0.0.13,172.20.2.40
1.21E-05,10.0.0.13,172.30.1.115
1.21E-05,10.0.0.13,172.30.1.196
1.21E-05,10.0.0.13,172.20.2.2
1.21E-05,10.0.0.13,172.10.1.174
1.21E-05,10.0.0.13,172.30.2.137
1.21E-05,10.0.0.13,172.20.2.106
1.21E-05,10.0.0.13,172.20.1.216
1.21E-05,10.0.0.13,172.10.1.206
1.21E-05,10.0.0.13,172.20.2.68
1.21E-05,10.0.0.13,172.20.1.230
1.21E-05,10.0.0.13,172.10.1.180
1.21E-05,10.0.0.13,172.30.2.90
1.21E-05,10.0.0.13,172.30.2.58
1.21E-05,10.0.0.13,172.20.2.62
1.21E-05,10.0.0.13,172.10.1.186
1.21E-05,10.0.0.13,172.20.1.147
1.21E-05,10.0.0.13,172.20.1.71
1.21E-05,10.0.0.13,172.20.1.241
1.21E-05,10.0.0.13,172.10.2.49
1.21E-05,10.0.0.13,172.30.1.201
1.21E-05,10.0.0.13,172.30.1.80
1.21E-05,10.0.0.13,172.10.1.160
1.21E-05,10.0.0.13,172.30.2.101
1.21E-05,10.0.0.13,172.10.1.70
1.21E-05,10.0.0.13,172.30.1.215
1.21E-05,10.0.0.13,172.20.1.237
1.21E-05,10.0.0.13,172.30.1.66
1.21E-05,10.0.0.13,172.30.2.30
1.21E-05,10.0.0.13,172.30.2.22
1.21E-05,10.0.0.13,172.20.2.63
1.21E-05,10.0.0.13,172.20.2.19
1.21E-05,10.0.0.13,172.20.1.135
1.21E-05,10.0.0.13,172.10.1.3
1.21E-05,10.0.0.13,172.30.2.41
1.21E-05,10.0.0.13,172.10.1.231
1.21E-05,10.0.0.13,172.30.1.243
1.21E-05,10.0.0.13,172.30.2.17
1.21E-05,10.0.0.13,172.30.2.9
1.21E-05,10.0.0.13,172.20.1.173
1.21E-05,10.0.0.13,172.30.2.81
1.21E-05,10.0.0.13,172.20.2.38
1.21E-05,10.0.0.13,172.20.1.187
1.21E-05,10.0.0.13,172.10.1.233
1.21E-05,10.0.0.13,172.20.1.83
1.21E-05,10.0.0.13,172.10.1.230
1.21E-05,10.0.0.13,172.20.2.56
1.21E-05,10.0.0.13,172.30.1.160
1.21E-05,10.0.0.13,172.10.1.179
1.21E-05,10.0.0.13,172.20.1.170
1.21E-05,10.0.0.13,172.10.1.156
1.21E-05,10.0.0.13,172.30.1.205
1.21E-05,10.0.0.13,172.30.1.63
1.21E-05,10.0.0.13,172.10.1.86
1.21E-05,10.0.0.13,172.20.2.59
1.21E-05,10.0.0.13,172.30.1.105
1.21E-05,10.0.0.13,172.30.1.253
1.21E-05,10.0.0.13,172.10.1.46
1.21E-05,10.0.0.13,172.20.2.89
1.21E-05,10.0.0.13,172.30.2.29
1.21E-05,10.0.0.13,172.20.2.96
1.21E-05,10.0.0.13,172.30.1.247
1.21E-05,10.0.0.13,172.20.1.240
1.21E-05,10.0.0.13,172.10.1.7
1.21E-05,10.0.0.13,172.20.1.164
1.21E-05,10.0.0.13,172.20.1.80
1.21E-05,10.0.0.13,172.30.1.245
1.21E-05,10.0.0.13,172.20.2.88
1.21E-05,10.0.0.13,172.20.1.151
1.21E-05,10.0.0.13,172.10.1.6
1.21E-05,10.0.0.13,172.20.1.104
1.21E-05,10.0.0.13,172.10.2.6
1.21E-05,10.0.0.13,172.20.2.9
1.21E-05,10.0.0.13,172.30.1.82
1.21E-05,10.0.0.13,172.30.1.203
1.21E-05,10.0.0.13,172.30.2.39
1.21E-05,10.0.0.13,172.30.1.214
1.21E-05,10.0.0.13,172.10.2.128
1.21E-05,10.0.0.13,172.10.2.127
1.21E-05,10.0.0.13,172.20.1.239
1.21E-05,10.0.0.13,172.10.1.64
1.21E-05,10.0.0.13,172.20.2.73
1.21E-05,10.0.0.13,172.10.2.13
1.21E-05,10.0.0.13,172.20.1.159
1.21E-05,10.0.0.13,172.20.1.199
1.21E-05,10.0.0.13,172.30.1.232
1.21E-05,10.0.0.13,172.30.1.152
1.21E-05,10.0.0.13,172.20.2.110
1.21E-05,10.0.0.13,172.30.1.226
1.21E-05,10.0.0.13,172.20.1.119
1.21E-05,10.0.0.13,172.20.1.111
1.21E-05,10.0.0.13,172.30.2.103
1.21E-05,10.0.0.13,172.10.1.112
1.21E-05,10.0.0.13,172.20.1.101
1.21E-05,10.0.0.13,172.20.2.25
1.21E-05,10.0.0.13,172.30.2.143
1.21E-05,10.0.0.13,172.30.1.75
1.21E-05,10.0.0.13,172.10.1.246
1.21E-05,10.0.0.13,172.20.1.66
1.21E-05,10.0.0.13,172.20.1.124
1.21E-05,10.0.0.13,172.20.2.4
1.21E-05,10.0.0.13,172.20.1.142
1.21E-05,10.0.0.13,172.20.1.47
1.21E-05,10.0.0.13,172.30.1.153
1.21E-05,10.0.0.13,172.30.1.200
1.21E-05,10.0.0.13,172.20.1.171
1.21E-05,10.0.0.13,172.30.1.72
1.21E-05,10.0.0.13,172.20.1.183
1.21E-05,10.0.0.13,172.20.1.229
1.21E-05,10.0.0.13,172.20.1.12
1.21E-05,10.0.0.13,172.20.1.192
1.21E-05,10.0.0.13,172.20.2.52
1.21E-05,10.0.0.13,172.20.1.190
1.21E-05,10.0.0.13,172.30.1.130
1.21E-05,10.0.0.13,172.30.2.82
1.21E-05,10.0.0.13,172.30.1.94
1.21E-05,10.0.0.13,172.30.1.159
1.21E-05,10.0.0.13,172.10.2.46
1.21E-05,10.0.0.13,172.10.1.136
1.21E-05,10.0.0.13,172.20.1.221
1.21E-05,10.0.0.13,172.30.2.3
1.21E-05,10.0.0.13,172.10.2.17
1.21E-05,10.0.0.13,172.20.2.135
1.21E-05,10.0.0.13,172.30.1.41
1.21E-05,10.0.0.13,172.20.1.153
1.21E-05,10.0.0.13,172.20.1.75
1.21E-05,10.0.0.13,172.10.2.134
1.21E-05,10.0.0.13,172.30.2.120
1.21E-05,10.0.0.13,172.30.2.19
1.21E-05,10.0.0.13,172.20.1.143
1.21E-05,10.0.0.13,172.10.1.208
1.21E-05,10.0.0.13,172.10.1.53
1.21E-05,10.0.0.13,172.10.1.32
1.21E-05,10.0.0.13,172.10.1.153
1.21E-05,10.0.0.13,172.30.1.62
1.21E-05,10.0.0.13,172.20.1.218
1.21E-05,10.0.0.13,172.20.2.94
1.21E-05,10.0.0.13,172.20.1.49
1.21E-05,10.0.0.13,172.10.1.253
1.21E-05,10.0.0.13,172.30.1.106
1.21E-05,10.0.0.13,172.30.1.224
1.21E-05,10.0.0.13,172.30.1.15
1.21E-05,10.0.0.13,172.10.1.80
1.21E-05,10.0.0.13,172.10.1.241
1.21E-05,10.0.0.13,172.30.1.54
1.21E-05,10.0.0.13,172.30.2.76
1.21E-05,10.0.0.13,172.30.1.222
1.21E-05,10.0.0.13,172.20.1.40
1.21E-05,10.0.0.13,172.20.2.95
1.21E-05,10.0.0.13,172.10.2.75
1.21E-05,10.0.0.12,172.10.1.118
1.21E-05,10.0.0.13,172.10.1.220
1.21E-05,10.0.0.13,172.20.1.249
1.21E-05,10.0.0.13,172.20.1.78
1.21E-05,10.0.0.13,172.30.2.135
1.21E-05,10.0.0.13,172.10.1.229
1.21E-05,10.0.0.13,172.30.1.241
1.21E-05,10.0.0.13,172.20.2.5
1.21E-05,10.0.0.13,172.30.1.30
1.21E-05,10.0.0.13,172.10.2.2
1.21E-05,10.0.0.13,172.30.1.168
1.21E-05,10.0.0.13,172.20.1.57
1.21E-05,10.0.0.13,172.20.1.50
1.21E-05,10.0.0.13,172.10.2.126
1.21E-05,10.0.0.13,172.30.2.47
1.21E-05,10.0.0.13,172.20.1.215
1.21E-05,10.0.0.13,172.30.2.33
1.21E-05,10.0.0.13,172.30.1.148
1.21E-05,10.0.0.13,172.10.1.243
1.21E-05,10.0.0.13,172.10.1.43
1.21E-05,10.0.0.13,172.20.1.163
1.21E-05,10.0.0.13,172.10.1.145
1.21E-05,10.0.0.13,172.10.1.100
1.21E-05,10.0.0.13,172.20.1.59
1.21E-05,10.0.0.13,172.10.1.29
1.21E-05,10.0.0.13,172.20.2.26
1.21E-05,10.0.0.13,172.20.1.194
1.21E-05,10.0.0.13,172.10.1.131
1.21E-05,10.0.0.13,172.30.1.204
1.21E-05,10.0.0.13,172.10.2.109
1.21E-05,10.0.0.13,172.20.1.225
1.21E-05,10.0.0.13,172.20.2.1
1.21E-05,10.0.0.13,172.30.2.10
1.21E-05,10.0.0.13,172.30.1.244
1.21E-05,10.0.0.13,172.20.1.144
1.21E-05,10.0.0.13,172.10.2.1
1.21E-05,10.0.0.13,172.20.1.43
1.21E-05,10.0.0.13,172.30.1.146
1.21E-05,10.0.0.13,172.20.2.146
1.21E-05,10.0.0.13,172.20.1.233
1.21E-05,10.0.0.13,172.30.1.24
1.21E-05,10.0.0.13,172.10.2.59
1.21E-05,10.0.0.13,172.20.1.38
1.21E-05,10.0.0.13,172.20.2.77
1.21E-05,10.0.0.13,172.10.1.98
1.21E-05,10.0.0.13,172.10.1.242
1.21E-05,10.0.0.13,172.20.1.39
1.21E-05,10.0.0.13,172.20.1.206
1.21E-05,10.0.0.13,172.30.1.163
1.21E-05,10.0.0.13,172.10.2.138
1.21E-05,10.0.0.13,172.10.1.102
1.21E-05,10.0.0.13,172.20.1.177
1.21E-05,10.0.0.13,172.10.1.188
1.21E-05,10.0.0.13,172.30.1.67
1.21E-05,10.0.0.13,172.10.1.41
1.21E-05,10.0.0.13,172.10.2.65
1.21E-05,10.0.0.13,172.30.1.242
1.21E-05,10.0.0.13,172.30.2.94
1.21E-05,10.0.0.13,172.30.2.21
1.21E-05,10.0.0.13,172.10.1.77
1.21E-05,10.0.0.13,172.10.1.164
1.21E-05,10.0.0.13,172.10.1.94
1.21E-05,10.0.0.13,172.30.1.229
1.21E-05,10.0.0.13,172.30.2.35
1.21E-05,10.0.0.13,172.20.1.145
1.21E-05,10.0.0.13,172.20.2.30
1.21E-05,10.0.0.13,172.30.1.112
1.21E-05,10.0.0.13,172.10.1.178
1.21E-05,10.0.0.13,172.20.1.48
1.21E-05,10.0.0.13,172.20.1.24
1.21E-05,10.0.0.13,172.30.1.209
1.21E-05,10.0.0.13,172.20.1.211
1.21E-05,10.0.0.13,172.30.1.231
1.21E-05,10.0.0.13,172.20.2.97
1.21E-05,10.0.0.13,172.10.2.129
1.21E-05,10.0.0.13,172.30.1.233
1.21E-05,10.0.0.13,172.20.1.41
1.21E-05,10.0.0.13,172.20.1.227
1.21E-05,10.0.0.13,172.10.1.114
1.21E-05,10.0.0.13,172.10.2.132
1.21E-05,10.0.0.13,172.20.1.130
1.21E-05,10.0.0.13,172.20.2.131
1.21E-05,10.0.0.13,172.30.2.55
1.21E-05,10.0.0.13,172.30.1.125
1.21E-05,10.0.0.13,172.10.2.32
1.21E-05,10.0.0.13,172.20.2.14
1.21E-05,10.0.0.13,172.20.1.205
1.21E-05,10.0.0.13,172.30.1.139
1.21E-05,10.0.0.13,172.20.2.34
1.21E-05,10.0.0.13,172.30.1.191
1.21E-05,10.0.0.13,172.30.1.136
1.21E-05,10.0.0.13,172.10.1.138
1.21E-05,10.0.0.13,172.10.1.93
1.21E-05,10.0.0.13,172.10.1.55
1.21E-05,10.0.0.13,172.30.1.235
1.21E-05,10.0.0.13,172.20.1.81
1.21E-05,10.0.0.13,172.20.2.125
1.21E-05,10.0.0.13,172.10.2.18
1.21E-05,10.0.0.13,172.30.1.22
1.21E-05,10.0.0.13,172.20.2.79
1.21E-05,10.0.0.13,172.20.1.236
1.21E-05,10.0.0.13,172.10.1.235
1.21E-05,10.0.0.13,172.10.1.155
1.21E-05,10.0.0.13,172.30.2.5
1.21E-05,10.0.0.14,172.10.1.2
1.21E-05,10.0.0.13,172.20.2.32
1.21E-05,10.0.0.13,172.30.1.179
1.21E-05,10.0.0.9,172.10.2.53
1.21E-05,10.0.0.13,172.30.1.19
1.21E-05,10.0.0.13,172.20.1.179
1.21E-05,10.0.0.13,172.30.2.118
1.21E-05,10.0.0.13,172.10.1.162
1.21E-05,10.0.0.13,172.10.1.248
1.21E-05,10.0.0.13,172.30.1.47
1.21E-05,10.0.0.13,172.20.2.111
1.21E-05,10.0.0.13,172.30.2.45
1.21E-05,10.0.0.13,172.30.1.165
1.21E-05,10.0.0.13,172.10.1.106
1.21E-05,10.0.0.13,172.10.1.117
